BV11x411K7Aw,1070011,1,21,日常,1,http://i2.hdslb.com/bfs/archive/f259c4e594ec3ea6e293b72a6ed544285a671800.jpg,【哈赫·H/Hr】HP同人《一身诗意千寻瀑》,1397812491,1497425968,自制 《一身诗意千寻瀑》词：小鱼萝莉/唱：不才/视频剪辑：萧默歌【UP主纯业余…剪着玩的…,0,176,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1634774,萧默歌,https://i2.hdslb.com/bfs/face/7a082bb7add7df61521d48b86fadd930d8c4ea05.jpg,1070011,15432,183,26,677,247,99,0,0,142,0,,,,1548134,640,360,0,,0,False,False,False,False,False,,,1070011
BV11x411K7cD,1070016,1,20,宅舞,2,http://i2.hdslb.com/bfs/archive/5c6111762442d47a139afec168f82cad50919749.jpg,【みゆちぃ】忧郁的心情C.S.PORT,1397812664,1497425524,"sm23354182 春だね！(乂’ω’)

みゆちぃです～(*´◒`*)
春らしい動画撮ってみたよ！
とっても人気スポットだったので人がいなくなった一瞬での一発撮りです～_(:3) ∠)_
環境の変化で大変な時期だけど、みんな頑張ろうねっ！
( ˘ω˘ )あと、動画を見ながら「あ、襟が立ってる。」って思ったら負けね！
使用音源様： sm10634532
振付参考動画様： sm13616395
",0,602,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1324413,牛牛蝎羯,http://i0.hdslb.com/bfs/face/2540fe335acdd2874d84da7a644139d90a398ec9.gif,1070016,6247,101,4,120,8,20,0,532,3,0,,,,1548140,640,360,0,,0,False,False,False,False,False,,,1070016
BV11x411K7AM,1070013,1,17,单机游戏,1,http://i2.hdslb.com/bfs/archive/507a0aafd9dbd191813aa08e028a04ad4cefee95.jpg,【卡卡解说】幻想传说手机实况（第三期）,1397812541,1497427919,自制 由于之前打风精灵的录像丢失+存档存过之前......【抱歉地鞠了一躬】之前有人问我为什么不用PSP解说，UP主真的没钱买PSP，（虽然玩过PSP版的，但是是借来的）那就请各位将就一下吧，只要内容不变就OK了,0,363,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3570388,会作死の卡卡,http://i1.hdslb.com/bfs/face/4a73061e15786d03381ec9079e99554f7caac26a.jpg,1070013,280,0,0,0,0,24,0,0,2,0,,,,1548136,240,160,0,,0,False,False,False,False,False,,,1070013
BV11x411K7cR,1070020,1,193,MV,2,http://i2.hdslb.com/bfs/archive/9eeae58ad1f8e9e1791e9cf947a43eb6359286cc.png,【小嶋阳菜出演 PV】LUHICA - 与君共舞【M.A.K.H.字幕组】,1397812953,1497426746,新浪源 与之前lLUHICA曲风都不太一样，看起来就好多毛的PV 不过PV由美丽的小嶋大王出演_(:з」∠)_,0,360,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2301165,天翼羽魂,https://i0.hdslb.com/bfs/face/2b2c8d3cd70bea1883394b0b050ac7f682d3188e.jpg,1070020,3902,92,8,98,12,29,0,0,5,0,,,,1548144,640,360,0,,0,False,False,False,False,False,,,1070020
BV11x411K7cQ,1070023,1,17,单机游戏,2,http://i1.hdslb.com/bfs/archive/e55b21785ec01e283e2e964c5f93936ccbae80ae.jpg,PC/PSV/Xbox360『剑之街的异邦人』开场动画,1397813021,1497383879,『剣の街の異邦人』 OP youtube.com/watch?v=BhQ4dm7rVVc (搬运),0,110,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,136001,ldj7,http://i2.hdslb.com/bfs/face/0a9109668159fccc27282c739078116b5858cf08.jpg,1070023,3039,31,7,32,5,32,0,0,2,0,,,,1548147,640,360,0,,0,False,False,False,False,False,,,1070023
BV11x411K7cz,1070027,1,21,日常,2,http://i2.hdslb.com/bfs/archive/f618bbe821cd27197233a53ef4da8521277a4347.jpg,百事广告 古天乐,1397813126,1497428166,新浪搬运 百事广告 古天乐,0,44,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3951919,篮球君,http://i1.hdslb.com/bfs/face/089f1eac170f7de6dfefd3437fe988a2670f4817.jpg,1070027,14402,66,42,137,11,323,0,0,51,0,,,,1548152,448,336,0,,0,False,False,False,False,False,,,1070027
BV11x411K7cr,1070025,2,17,单机游戏,1,http://i2.hdslb.com/bfs/archive/69dd097582ccf81bdacaf3ab7fa6e5adb410e94c.jpg,【SD敢达】力克·戴亚斯(黑),1397813042,1497411353,自制~,0,1699,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,269271,哈沙克斯坦,http://i0.hdslb.com/bfs/face/67b7bc0d465e367bc72f304a268b8a5c8a760d5f.jpg,1070025,554,21,5,2,0,15,0,0,0,0,,,,1548149,640,360,0,,0,False,False,False,False,False,,,1070025
BV11x411K7c2,1070028,1,193,MV,2,http://i1.hdslb.com/bfs/archive/23eb2885b824a0f7b03172497813e213a38b1992.jpg,【PV】nano「幕末高校生」主题歌「INFINITY≠ZERO」,1397813257,1497353828,ナノ新曲 「INFINITY≠ZERO」 映画「幕末高校生」主題歌 ナノ×映画「幕末高校生」プロモーション映像,0,128,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19653,小清水亜美,http://i0.hdslb.com/bfs/face/47a3bc87df7ad433a8d8bb9dcfae5494b58f4342.jpg,1070028,2050,24,3,14,4,13,0,0,2,0,,,,1548154,640,360,0,,0,False,False,False,False,False,,,1070028
BV11x411K7c9,1070021,1,20,宅舞,2,http://i2.hdslb.com/bfs/archive/70f800538da4d47bc11f6de1019a0367b72430f0.jpg,【ギルティ†ハーツ】天樂 松岡充ver,1397812960,1497425524,sm23354194 新生ギルティ†ハーツ第一弾！！！ ここからまた新しい世界が始まる。 本家様：sm7918983,0,757,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1324413,牛牛蝎羯,http://i0.hdslb.com/bfs/face/2540fe335acdd2874d84da7a644139d90a398ec9.gif,1070021,40934,624,82,1376,170,388,0,509,70,0,,,,1548145,640,360,0,,0,False,False,False,False,False,,,1070021
BV11x411K7cy,1070030,1,21,日常,1,http://i2.hdslb.com/bfs/archive/869911c82128066c8a7f45010753700f52e8d907.jpg,围棋中级教学(1),1397813347,1497425569,"自制 按照网上的说法啊，讲到布局就已经是中级教学了！可能是麦克风出了点问题啊，一开始电流声有点大，有些地方声音有点卡请尽量无视Orz【下学期我就换电脑换麦！
如果群众都觉得视听效果不好的话我就重录吧QAQ",0,1496,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1340381,tangch,http://i0.hdslb.com/bfs/face/member/noface.jpg,1070030,5099,50,7,95,29,31,0,0,17,0,,,,1548156,364,360,0,,0,False,False,False,False,False,,,1070030
BV11x411K7cq,1070037,1,21,日常,2,http://i1.hdslb.com/bfs/archive/f4fa9cfb19ab9c3f89dc645b9cfa8dc226689dc7.jpg,【12dora X Q君 翻唱】土豪去哪儿（自剪）,1397813475,1497424918,二次  就算其他CP头顶青天，我也依旧是坚定不移的12Q党！！！！本视频自制，熬了2两个通宵，完全不会做视频的研究了很久才弄出来。原版地址：12：av895516，Q君：av898562。MP3下载地址见评论。,0,280,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,753227,明珞小佐,https://i2.hdslb.com/bfs/face/577ea38c794cdd6d562ce109184e31f02e5fbf82.jpg,1070037,7566,113,16,49,12,22,0,0,2,0,,,,1548164,640,360,0,,0,False,False,False,False,False,,,1070037
BV11x411K7cC,1070031,1,24,MAD·AMV,1,http://i1.hdslb.com/bfs/archive/3dc607df8c29c38bd7715f237e67bd730ed2524b.jpg,Wimp ft Lil' Fang 多素材,1397813369,1497425413,"自制 处女座还请各位多提提意见
优酷有高清的",0,218,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1112574,严清英,http://i0.hdslb.com/bfs/face/8daf54429aa950bbf5df0bc76e73e39941864f3f.jpg,1070031,905,12,10,4,2,14,0,0,1,0,,,,1548157,640,360,0,,0,False,False,False,False,False,,,1070031
BV11x411K7c4,1070047,1,171,电子竞技,2,http://i1.hdslb.com/bfs/archive/dccfbfc933d52558e274895fc48e243c5bccbde2.jpg,【史上最BUG无解的战术】魔兽争霸大帝HUM vs 逝去的荣耀 EI,1397813759,1497424438,[youku]http://player.youku.com/player.php/sid/XNzAwMDU3MDky/v.swf[/youku],0,1958,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,540809,LioN大帝,http://i2.hdslb.com/bfs/face/bd6885d7ea89a9973d2fd50c003878897452b218.jpg,1070047,2050,27,3,2,5,11,0,0,6,0,,,,1548175,960,720,0,,0,False,False,False,False,False,,,1070047
BV11x411K7ct,1070046,1,171,电子竞技,1,http://i0.hdslb.com/bfs/archive/ea45326c19aa0c306b64dc920b1a1697cc491b64.jpg,劫的隐藏技能：分身眼,1397813748,1497424428,自制 无限火力模式出的第一天就根本停不下来了，经常掉线，游戏崩溃这些小事，但这个BUG真的第一次见。。。,0,28,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,538110,Ank雨宫移动不动,https://i0.hdslb.com/bfs/face/478b2a000588d62d4056b128a09b5121173b5aa5.jpg,1070046,1695,21,0,1,0,19,0,965,0,0,,,,1548174,576,360,0,,0,False,False,False,False,False,,,1070046
BV11x411K7cb,1070045,1,171,电子竞技,1,http://i0.hdslb.com/bfs/archive/3e7b4309098235a71c847c1744a1e8e88c4a50bf.jpg,300英雄7葫芦娱乐局,1397813722,1497427260,自制 路人局心血来潮和路人来了一次7葫芦，输赢猜猜看。,0,2444,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2798578,游玩小是,http://i1.hdslb.com/bfs/face/abd7044b8f565d9afecb719caba378594f9ef11f.jpg,1070045,326,8,1,0,0,15,0,0,0,0,,,,1548173,636,360,0,,0,False,False,False,False,False,,,1070045
BV11x411K7cx,1070040,1,31,翻唱,2,http://i1.hdslb.com/bfs/archive/fa56064a56f8e21616dd57b36226563867e5b8cd.jpg,【鋼兵】健全机斗士【自作翻唱】,1397813539,1497425524,sm23354007 一人包办的高产多才多艺的钢叔！ストレス発散でニコ生しながら耳コピしたら２時間で出来上がったｗ 最近暑苦しいアニメや熱いアニソンが再燃してるね 大変いいことだ、時代は戻ってきている( ´ ▽ ` )ﾉ 動画制作、オケ制作、歌、ＭＩＸ：俺 お借りしたイラスト→im3865868,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1324413,牛牛蝎羯,http://i0.hdslb.com/bfs/face/2540fe335acdd2874d84da7a644139d90a398ec9.gif,1070040,6033,159,30,67,16,20,0,0,5,0,,,,1548177,640,360,0,,0,False,False,False,False,False,,,1070040
BV11x411K7c8,1070044,1,171,电子竞技,2,http://i2.hdslb.com/bfs/archive/5dea481ee6533d53b3602183244b9967e9d8eff4.jpg,魔兽争霸3 大帝解说 百大经典战役 第35名 FoCuS vs Moon TR,1397813711,1497424438,[youku]http://player.youku.com/player.php/sid/XNzAwMTQ0NTA4/v.swf[/youku],0,3052,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,540809,LioN大帝,http://i2.hdslb.com/bfs/face/bd6885d7ea89a9973d2fd50c003878897452b218.jpg,1070044,10032,201,11,53,15,22,0,0,55,0,,,,1548172,960,720,0,,0,False,False,False,False,False,,,1070044
BV11x411K7wW,1070048,1,171,电子竞技,2,http://i1.hdslb.com/bfs/archive/438a0f36f99fcf595c730d1a552440746fba15ab.jpg,《炉石传说》首个线下聚会 零门槛无要求送卡背,1397813779,1497423823,优酷 搬运,0,65,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,381738,M.Scarlet,https://i0.hdslb.com/bfs/face/cc89d98e0c65c0d18a05f4d179831e5efc9e35bc.jpg,1070048,1559,16,5,0,1,20,0,0,0,0,,,,1548176,512,288,0,,0,False,False,False,False,False,,,1070048
BV11x411K7cW,1070042,1,21,日常,2,http://i2.hdslb.com/bfs/archive/85cf2e32982b23bebed6e9847ffd8b3d1f63dd26.jpg,正确的惹人生气讲座~~,1397813561,1497424914,youku 其实剩下来的还有好多啦~~,0,329,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,751477,三块五毛,http://i1.hdslb.com/bfs/face/5efd48a10b07ae5063bfe42e3b73120740a40a9e.png,1070042,3820,105,16,65,15,38,0,0,8,0,,,,1548170,640,360,0,,0,False,False,False,False,False,,,1070042
BV11x411K7wV,1070058,1,30,VOCALOID·UTAU,2,http://i0.hdslb.com/bfs/archive/98a70a8ccd027b8e7daabafa31eab3369e913579.jpg,日刊VOCALOID排行榜 2014年4月15日 #2256,1397814272,1497425348,sm23339040 8 sm23304750 7 sm23335362 6 sm23307764 5 sm23321461 4 sm23320239 3 sm23321559 2 sm23335827 1 sm23323229 a sm20615010 b sm23308522 c sm23293651 d sm23307394 e sm23331673 f sm23328485 ,0,312,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,931541,konomi233,https://i2.hdslb.com/bfs/face/0fa7d6dd91c0a0051d227686a9bc3564d311c2e9.jpg,1070058,145,5,0,3,2,26,0,0,0,0,,,,1548198,512,384,0,,0,False,False,False,False,False,,,1070058
BV11x411K7wn,1070051,1,124,社科·法律·心理,2,http://i1.hdslb.com/bfs/archive/cfec1efd96cc40d89aec153ebbb5b2cf6015bc52.jpg,【Youtube搬运】世界上最大的十五艘战舰,1397813845,1497425510,Youtube ★ TOP 15 BIGGEST WARSHIPS IN THE WORLD 2014 ★,0,487,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1321770,一键进入坦克,https://i0.hdslb.com/bfs/face/1d93e6aea946a6f5d29ffb313cae64e5c249b6d5.jpg,1070051,7326,243,12,23,5,14,0,468,1,0,,,,1548180,640,360,0,,0,False,False,False,False,False,,,1070051
BV11x411K7ws,1070055,1,30,VOCALOID·UTAU,2,http://i2.hdslb.com/bfs/archive/0b5d80a7acabdd09bd6d2bd8438b814b54d9f115.jpg,【日向電工】「地表的山下」专辑试听【8/14发售】,1397814053,1497427165,sm23353663 日向電子です。 この度コンピレーション・ミニアルバム 「ジベタノサンカ」を発売します。【大嘘】,0,92,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2700836,MMiwa,http://i0.hdslb.com/bfs/face/member/noface.jpg,1070055,3679,71,20,134,8,39,0,0,14,0,,,,1548184,640,360,0,,0,False,False,False,False,False,,,1070055
BV11x411K7wL,1070056,1,17,单机游戏,1,http://i0.hdslb.com/bfs/archive/563acf06e4b3ad9a04c43955ebc06a813e3d5975.jpg,黑暗之魂:作死版，第四十七期，最棒的地方。,1397814067,1497426439,自制 第四十七期：从恶心的大树洞里出来后发现下面原来别有洞天，如果让我为游戏中的地点排名的话，这里应该是我最喜欢的了。希望大家喜欢，另外如果我有误导的话也请不要有顾虑的指出。虽然我接触游戏的时间不长，但我还是决定要跟大家分享下我有限的经验，从而帮助更多的人了解到这款游戏的迷人之处。,0,1139,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2029043,Shaenix,http://i2.hdslb.com/bfs/face/7fbff4482effad1f47c0ed5b6b6ec17692f1bb7d.jpg,1070056,391,10,1,0,3,15,0,0,0,0,,,,1548185,1104,622,0,,0,False,False,False,False,False,,,1070056
BV11x411K7wj,1070063,1,21,日常,2,http://i0.hdslb.com/bfs/archive/0704a01e798ce200068d56641b7a7edba290207c.jpg,Yakult 7even代言 TV CF 20 s,1397814447,1497428001,新浪搬运 金软妹你到底还是当初那个拍香蕉牛奶广告的逗比吗！！！！,0,19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3709324,YO拉面夫妇,http://i1.hdslb.com/bfs/face/cca0e3f0146136fe3b09495f26ea21b6fd262529.jpg,1070063,1425,22,0,16,1,22,0,0,3,0,,,,1548217,640,360,0,,0,False,False,False,False,False,,,1070063
BV11x411K7wK,1070065,1,30,VOCALOID·UTAU,2,http://i2.hdslb.com/bfs/archive/fdc6b528f6930e27b96648522e6ad395193a3894.jpg,日刊VOCALOID排行榜 2014年4月16日 #2257,1397814462,1497425348,sm23342576 8 sm23332875 7 sm23293651 6 sm23300120 5 sm23335121 4 sm23331673 3 sm23336217 2 sm23336299 1 sm23336353 a so20614676 b sm23340185 c sm23304922 d sm23335807 e sm23336078 ,0,291,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,931541,konomi233,https://i2.hdslb.com/bfs/face/0fa7d6dd91c0a0051d227686a9bc3564d311c2e9.jpg,1070065,182,13,1,3,2,13,0,0,0,0,,,,1548219,512,384,0,,0,False,False,False,False,False,,,1070065
BV11x411K7wT,1070064,1,71,综艺,2,http://i1.hdslb.com/bfs/archive/11da1790b7b2f15bc069d42f462fc301b50caa60.png,【碰碰星寄语】TFBOYS《魔法城堡》首签会要来咯！,1397814454,1497427954,新浪 帝都........没有老王,0,29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3624373,小小土豆儿,http://i1.hdslb.com/bfs/face/a1458fc2916a9fb1604b1ec9e498d78ea80970a5.jpg,1070064,1600,30,0,4,0,19,0,0,2,0,,,,1548218,640,360,0,,0,False,False,False,False,False,,,1070064
BV11x411K7w3,1070068,2,17,单机游戏,2,http://i0.hdslb.com/bfs/archive/8d834a405cb268c3f23b9658af8913364acbbb55.jpg,【PS3/Xbox360】JOJO奇妙冒险-未来遗产HD版PV,1397814495,1497423724,"新浪 12年的东西...卡婊炒冷饭..      
换了个清楚的源",0,192,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,353341,来啊来啊来打我,https://i1.hdslb.com/bfs/face/155067d4645bf867541abfbbb9374bb91706ba5b.jpg,1070068,7612,50,23,45,5,28,0,0,30,0,,,,1549155,640,360,0,,0,False,False,False,False,False,,,1070068
BV11x411K7wE,1070061,1,21,日常,2,http://i1.hdslb.com/bfs/archive/ea444642f75b31ab3117e2e1cbe5e2b33d66f533.jpg,男人们的爱情JENGA游戏,1397814387,1497424602,sm22526508 钻A公式生 正片3:00开始，一群乱起哄的中学生的大冒险&gt;&lt;（良太的鬼脸、被夏树对着耳朵吹气GC脸的小信、被小信要求做sexy动作的hiro糖……最后考哥抽得超——棒！夏树的バイブ简直ww被爆了六回后还说心情不错简直了(  `ω´  ),0,1057,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,614414,202notfound809,http://i2.hdslb.com/bfs/face/4b163424aef015b1db66106380134c070428ffd4.jpg,1070061,25828,1297,14,1302,42,86,0,0,82,0,,,,1548208,640,360,0,,0,False,False,False,False,False,,,1070061
BV11x411K7wP,1070067,1,17,单机游戏,1,http://i2.hdslb.com/bfs/archive/b1a963e81fd3cc7816a32eb2d062d06e383dbebb.jpg,【黑暗之魂】新手向流程解说第四期,1397814484,1497428073,自制 本期BOSS 月光地 不死院母大屁股,0,2327,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3824040,暮雪中的温床,http://i0.hdslb.com/bfs/face/380bbd9f81569dc9b9ed99abd856f35d42223bc4.jpg,1070067,3568,77,8,9,20,15,0,0,0,0,,,,1548281,638,360,0,,0,False,False,False,False,False,,,1070067
BV11x411K7wu,1070070,1,17,单机游戏,1,http://i1.hdslb.com/bfs/archive/911f082451ac247123207229d649a62a3440bbf1.jpg,决斗者的渣操日常第2季-013,1397814511,1497385049,神知最终话。。。。。说好的逆袭呢。。天理不要伤心，你还有我爱着你。然后若木你死不足惜，贴吧已删，请祖国人民放心,0,2656,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,136710,風啲終點,https://i0.hdslb.com/bfs/face/9700d82f7b9fd59d234b5664391fef55bf410d5b.webp,1070070,2172,283,30,0,4,14,0,0,0,0,,,,1548224,1024,640,0,,0,False,False,False,False,False,,,1070070
BV11x411K7cd,1070075,1,17,单机游戏,1,http://i0.hdslb.com/bfs/archive/c39b23ae73db8f7692909befb89daa8d0c6a9c63.jpg,冰糖实况【新罗罗娜的工作室】第14期,1397814599,1497368119,自制 出门旅行采集，雪人炸弹威武霸气！~~~~~~~~~冰糖个人QQ群：375953680 ，喜欢的话，就请进来坐下喝杯茶吧~~~,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63575,咸味冰糖,https://i2.hdslb.com/bfs/face/951b75bc4189e1dfe34344341f4f7b1064c09663.jpg,1070075,377,6,0,1,3,21,0,0,2,0,,,,1548259,1104,622,0,,0,False,False,False,False,False,,,1070075
